lead_id,entry_date,month,month_num,source,industry,final_stage,days_in_funnel,close_date,mrr,cac,is_won,is_lost
315,2025-02-27,February,2,Email Campaign,Healthcare,Closed Won,27,2025-03-26,1126.28,186.83,1,0
316,2025-02-27,February,2,Paid Search,E-commerce,Closed Lost,22,,0,308.47,0,1
317,2025-02-27,February,2,Organic Search,Healthcare,Closed Won,35,2025-04-03,1278.75,184.95,1,0
318,2025-02-27,February,2,Email Campaign,Healthcare,Closed Lost,5,,0,177.96,0,1
319,2025-02-27,February,2,Referral,Finance,Closed Lost,14,,0,108.39,0,1
320,2025-02-28,February,2,Organic Search,Finance,Closed Lost,3,,0,210.47,0,1
321,2025-02-28,February,2,Social Media,Finance,Closed Lost,22,,0,334.27,0,1
322,2025-02-28,February,2,Social Media,Finance,Closed Lost,3,,0,304.06,0,1
323,2025-02-28,February,2,Paid Search,E-commerce,Closed Lost,14,,0,326.0,0,1
324,2025-03-01,March,3,Email Campaign,Healthcare,Closed Won,44,2025-04-14,1425.19,187.2,1,0
325,2025-03-01,March,3,Organic Search,SaaS,Closed Lost,21,,0,190.39,0,1
326,2025-03-01,March,3,Email Campaign,SaaS,Closed Lost,7,,0,159.13,0,1
327,2025-03-01,March,3,Organic Search,Finance,Closed Won,35,2025-04-05,1686.67,216.22,1,0
328,2025-03-01,March,3,Social Media,SaaS,Closed Lost,5,,0,311.31,0,1
329,2025-03-02,March,3,Referral,Agency,Closed Lost,19,,0,99.9,0,1
330,2025-03-02,March,3,Referral,Agency,Closed Lost,6,,0,107.48,0,1
331,2025-03-02,March,3,Paid Search,Agency,Closed Lost,10,,0,361.34,0,1
332,2025-03-03,March,3,Social Media,Agency,Closed Lost,7,,0,285.54,0,1
333,2025-03-03,March,3,Social Media,Healthcare,Closed Lost,20,,0,284.33,0,1
334,2025-03-03,March,3,Social Media,Healthcare,Closed Lost,6,,0,304.0,0,1
335,2025-03-03,March,3,Social Media,Finance,Closed Lost,29,,0,311.31,0,1
336,2025-03-03,March,3,Organic Search,Agency,Closed Lost,40,,0,196.11,0,1
337,2025-03-03,March,3,Social Media,Healthcare,Closed Lost,7,,0,335.33,0,1
338,2025-03-04,March,3,Referral,E-commerce,Closed Lost,5,,0,102.53,0,1
339,2025-03-04,March,3,Organic Search,SaaS,Closed Lost,4,,0,199.35,0,1
340,2025-03-04,March,3,Email Campaign,Healthcare,Closed Lost,7,,0,184.99,0,1
341,2025-03-05,March,3,Email Campaign,SaaS,Closed Lost,19,,0,179.83,0,1
342,2025-03-05,March,3,Social Media,E-commerce,Closed Lost,14,,0,333.18,0,1
343,2025-03-05,March,3,Referral,Finance,Closed Lost,5,,0,105.12,0,1
344,2025-03-05,March,3,Paid Search,Finance,Closed Lost,6,,0,307.47,0,1
345,2025-03-05,March,3,Social Media,E-commerce,Closed Lost,6,,0,344.0,0,1
346,2025-03-05,March,3,Paid Search,Finance,Closed Lost,3,,0,303.29,0,1
347,2025-03-06,March,3,Social Media,Agency,Closed Lost,9,,0,316.19,0,1
348,2025-03-06,March,3,Email Campaign,Finance,Closed Lost,43,,0,162.83,0,1
349,2025-03-06,March,3,Referral,E-commerce,Closed Lost,5,,0,112.27,0,1
350,2025-03-06,March,3,Referral,Finance,Closed Lost,8,,0,108.34,0,1
351,2025-03-06,March,3,Organic Search,Healthcare,Closed Lost,17,,0,199.93,0,1
352,2025-03-06,March,3,Organic Search,E-commerce,Closed Lost,9,,0,204.66,0,1
353,2025-03-07,March,3,Email Campaign,E-commerce,Closed Lost,6,,0,172.32,0,1
354,2025-03-07,March,3,Paid Search,Finance,Closed Lost,26,,0,347.93,0,1
355,2025-03-07,March,3,Organic Search,SaaS,Closed Lost,14,,0,213.08,0,1
356,2025-03-07,March,3,Email Campaign,SaaS,Closed Lost,6,,0,160.97,0,1
357,2025-03-07,March,3,Email Campaign,Agency,Closed Lost,16,,0,175.66,0,1
358,2025-03-07,March,3,Paid Search,Healthcare,Closed Lost,4,,0,303.52,0,1
359,2025-03-07,March,3,Organic Search,Healthcare,Closed Lost,10,,0,212.32,0,1
360,2025-03-07,March,3,Email Campaign,Finance,Closed Lost,3,,0,177.32,0,1
361,2025-03-07,March,3,Email Campaign,E-commerce,Closed Won,44,2025-04-20,962.26,161.54,1,0
362,2025-03-08,March,3,Paid Search,Finance,Closed Lost,3,,0,331.04,0,1
363,2025-03-08,March,3,Email Campaign,Healthcare,Closed Lost,29,,0,155.15,0,1
364,2025-03-08,March,3,Referral,E-commerce,Closed Lost,7,,0,113.95,0,1
365,2025-03-08,March,3,Referral,SaaS,Closed Lost,23,,0,98.53,0,1
366,2025-03-08,March,3,Social Media,Finance,Closed Lost,10,,0,285.0,0,1
367,2025-03-08,March,3,Paid Search,SaaS,Closed Lost,24,,0,328.12,0,1
368,2025-03-09,March,3,Social Media,SaaS,Closed Won,42,2025-04-20,1407.47,308.0,1,0
369,2025-03-09,March,3,Referral,E-commerce,Closed Won,50,2025-04-28,972.1,99.54,1,0
370,2025-03-09,March,3,Paid Search,Agency,Closed Lost,6,,0,312.25,0,1
371,2025-03-09,March,3,Social Media,Healthcare,Closed Lost,9,,0,323.24,0,1
372,2025-03-09,March,3,Email Campaign,Healthcare,Closed Lost,18,,0,184.49,0,1
373,2025-03-09,March,3,Paid Search,E-commerce,Closed Lost,10,,0,340.95,0,1
374,2025-03-10,March,3,Email Campaign,Agency,Closed Lost,10,,0,173.62,0,1
375,2025-03-10,March,3,Social Media,Finance,Closed Lost,34,,0,294.74,0,1
376,2025-03-10,March,3,Paid Search,E-commerce,Closed Lost,33,,0,321.48,0,1
377,2025-03-10,March,3,Organic Search,E-commerce,Closed Lost,43,,0,210.4,0,1
378,2025-03-10,March,3,Paid Search,E-commerce,Closed Lost,23,,0,347.88,0,1
379,2025-03-11,March,3,Referral,SaaS,Closed Lost,10,,0,99.1,0,1
380,2025-03-11,March,3,Referral,E-commerce,Closed Lost,4,,0,97.7,0,1
381,2025-03-11,March,3,Organic Search,E-commerce,Closed Lost,6,,0,207.91,0,1
382,2025-03-11,March,3,Organic Search,Finance,Closed Won,41,2025-04-21,1540.07,217.04,1,0
383,2025-03-11,March,3,Email Campaign,Healthcare,Closed Lost,7,,0,186.81,0,1
384,2025-03-11,March,3,Email Campaign,E-commerce,Closed Lost,4,,0,183.66,0,1
385,2025-03-11,March,3,Social Media,SaaS,Closed Lost,3,,0,344.97,0,1
386,2025-03-12,March,3,Social Media,Healthcare,Closed Lost,8,,0,330.82,0,1
387,2025-03-12,March,3,Organic Search,Finance,Closed Lost,9,,0,219.3,0,1
388,2025-03-12,March,3,Email Campaign,Healthcare,Closed Lost,39,,0,172.45,0,1
389,2025-03-12,March,3,Paid Search,Finance,Closed Lost,5,,0,334.38,0,1
390,2025-03-12,March,3,Paid Search,SaaS,Closed Lost,7,,0,313.27,0,1
391,2025-03-12,March,3,Paid Search,Healthcare,Closed Lost,6,,0,366.15,0,1
392,2025-03-13,March,3,Paid Search,E-commerce,Closed Lost,42,,0,317.52,0,1
393,2025-03-13,March,3,Paid Search,SaaS,Closed Lost,10,,0,310.5,0,1
394,2025-03-13,March,3,Social Media,E-commerce,Closed Lost,13,,0,304.61,0,1
395,2025-03-13,March,3,Organic Search,Agency,Closed Lost,5,,0,206.49,0,1
396,2025-03-13,March,3,Paid Search,Agency,Closed Lost,9,,0,357.28,0,1
397,2025-03-14,March,3,Social Media,Finance,Closed Lost,12,,0,296.01,0,1
398,2025-03-14,March,3,Social Media,Finance,Closed Lost,5,,0,304.03,0,1
399,2025-03-14,March,3,Referral,Agency,Closed Lost,10,,0,94.14,0,1
400,2025-03-14,March,3,Referral,SaaS,Closed Lost,8,,0,114.37,0,1
401,2025-03-14,March,3,Email Campaign,E-commerce,Closed Lost,22,,0,161.47,0,1
402,2025-03-14,March,3,Email Campaign,E-commerce,Closed Lost,19,,0,176.06,0,1
403,2025-03-14,March,3,Social Media,Healthcare,Closed Lost,25,,0,306.77,0,1
404,2025-03-15,March,3,Email Campaign,Healthcare,Closed Lost,17,,0,168.0,0,1
405,2025-03-15,March,3,Social Media,E-commerce,Closed Lost,15,,0,336.38,0,1
406,2025-03-15,March,3,Social Media,Healthcare,Closed Lost,19,,0,341.63,0,1
407,2025-03-15,March,3,Referral,SaaS,Closed Lost,10,,0,102.74,0,1
408,2025-03-15,March,3,Paid Search,E-commerce,Closed Lost,4,,0,311.09,0,1
409,2025-03-15,March,3,Paid Search,Healthcare,Closed Lost,28,,0,314.36,0,1
410,2025-03-15,March,3,Social Media,SaaS,Closed Lost,30,,0,328.38,0,1
411,2025-03-16,March,3,Organic Search,Healthcare,Closed Lost,5,,0,194.6,0,1
412,2025-03-16,March,3,Organic Search,Finance,Closed Lost,8,,0,202.12,0,1
413,2025-03-16,March,3,Referral,SaaS,Closed Lost,10,,0,102.85,0,1
414,2025-03-16,March,3,Email Campaign,Healthcare,Closed Lost,4,,0,182.87,0,1
415,2025-03-16,March,3,Organic Search,E-commerce,Closed Lost,7,,0,202.02,0,1
416,2025-03-16,March,3,Referral,E-commerce,Closed Lost,5,,0,100.16,0,1
417,2025-03-17,March,3,Social Media,Agency,Closed Lost,3,,0,337.03,0,1
418,2025-03-17,March,3,Paid Search,Finance,Closed Lost,5,,0,345.84,0,1
419,2025-03-17,March,3,Social Media,Agency,Closed Lost,9,,0,306.27,0,1
420,2025-03-17,March,3,Paid Search,Agency,Closed Lost,7,,0,309.23,0,1
421,2025-03-17,March,3,Paid Search,Healthcare,Closed Lost,4,,0,316.4,0,1
422,2025-03-18,March,3,Paid Search,Agency,Closed Lost,10,,0,316.79,0,1
423,2025-03-18,March,3,Referral,Healthcare,Closed Lost,4,,0,109.26,0,1
424,2025-03-18,March,3,Email Campaign,Agency,Closed Lost,21,,0,159.56,0,1
425,2025-03-18,March,3,Email Campaign,Agency,Closed Lost,4,,0,176.51,0,1
426,2025-03-18,March,3,Email Campaign,SaaS,Closed Lost,9,,0,173.68,0,1
427,2025-03-18,March,3,Paid Search,Agency,Closed Lost,4,,0,310.74,0,1
428,2025-03-18,March,3,Email Campaign,SaaS,Closed Lost,3,,0,167.76,0,1
429,2025-03-19,March,3,Organic Search,Agency,Closed Lost,10,,0,191.45,0,1
430,2025-03-19,March,3,Paid Search,Finance,Closed Lost,4,,0,343.21,0,1
431,2025-03-19,March,3,Paid Search,Agency,Closed Lost,36,,0,347.18,0,1
432,2025-03-19,March,3,Social Media,SaaS,Closed Lost,13,,0,335.04,0,1
433,2025-03-20,March,3,Social Media,Agency,Closed Lost,21,,0,336.4,0,1
434,2025-03-20,March,3,Email Campaign,Finance,Closed Lost,18,,0,160.11,0,1
435,2025-03-20,March,3,Social Media,Finance,Closed Lost,7,,0,317.52,0,1
436,2025-03-20,March,3,Social Media,Finance,Closed Lost,20,,0,315.21,0,1
437,2025-03-20,March,3,Organic Search,SaaS,Closed Lost,16,,0,207.12,0,1
438,2025-03-21,March,3,Referral,Finance,Closed Won,52,2025-05-12,1279.53,97.45,1,0
439,2025-03-21,March,3,Social Media,Finance,Closed Lost,42,,0,297.87,0,1
440,2025-03-21,March,3,Paid Search,Finance,Closed Lost,3,,0,343.86,0,1
441,2025-03-21,March,3,Paid Search,E-commerce,Closed Lost,13,,0,325.49,0,1
442,2025-03-21,March,3,Email Campaign,Agency,Closed Lost,5,,0,189.1,0,1
443,2025-03-21,March,3,Organic Search,Agency,Closed Lost,4,,0,214.28,0,1
444,2025-03-21,March,3,Referral,Agency,Closed Lost,8,,0,110.44,0,1
445,2025-03-22,March,3,Paid Search,SaaS,Closed Lost,21,,0,358.76,0,1
446,2025-03-22,March,3,Paid Search,E-commerce,Closed Lost,9,,0,323.99,0,1
447,2025-03-22,March,3,Social Media,E-commerce,Closed Lost,10,,0,315.33,0,1
448,2025-03-22,March,3,Paid Search,Healthcare,Closed Lost,5,,0,310.67,0,1
449,2025-03-22,March,3,Organic Search,Finance,Closed Lost,9,,0,202.17,0,1
450,2025-03-22,March,3,Social Media,Healthcare,Closed Lost,5,,0,302.58,0,1
451,2025-03-23,March,3,Social Media,E-commerce,Closed Lost,8,,0,288.22,0,1
452,2025-03-23,March,3,Paid Search,Agency,Closed Lost,5,,0,321.97,0,1
453,2025-03-23,March,3,Social Media,Finance,Closed Lost,15,,0,336.43,0,1
454,2025-03-23,March,3,Social Media,Healthcare,Closed Lost,14,,0,323.06,0,1
455,2025-03-23,March,3,Paid Search,SaaS,Closed Lost,46,,0,317.78,0,1
456,2025-03-24,March,3,Organic Search,SaaS,Closed Lost,13,,0,186.99,0,1
457,2025-03-24,March,3,Email Campaign,SaaS,Closed Lost,3,,0,162.24,0,1
458,2025-03-24,March,3,Social Media,SaaS,Closed Lost,9,,0,322.01,0,1
459,2025-03-24,March,3,Social Media,Healthcare,Closed Lost,15,,0,323.05,0,1
460,2025-03-24,March,3,Social Media,Finance,Closed Lost,9,,0,299.78,0,1
461,2025-03-24,March,3,Referral,SaaS,Closed Lost,18,,0,95.08,0,1
462,2025-03-24,March,3,Email Campaign,E-commerce,Closed Won,40,2025-05-03,1081.93,173.48,1,0
463,2025-03-25,March,3,Email Campaign,Agency,Closed Lost,45,,0,181.66,0,1
464,2025-03-25,March,3,Social Media,Agency,Closed Lost,10,,0,318.83,0,1
465,2025-03-25,March,3,Social Media,Agency,Closed Lost,7,,0,291.89,0,1
466,2025-03-25,March,3,Organic Search,Agency,Closed Lost,8,,0,185.49,0,1
467,2025-03-25,March,3,Paid Search,Finance,Closed Lost,4,,0,364.37,0,1
468,2025-03-25,March,3,Email Campaign,Healthcare,Closed Lost,13,,0,163.86,0,1
469,2025-03-26,March,3,Paid Search,Healthcare,Closed Lost,8,,0,353.72,0,1
470,2025-03-26,March,3,Paid Search,Finance,Closed Lost,10,,0,315.86,0,1
471,2025-03-26,March,3,Social Media,Finance,Closed Lost,8,,0,333.36,0,1
472,2025-03-26,March,3,Organic Search,SaaS,Closed Lost,3,,0,182.1,0,1
473,2025-03-27,March,3,Referral,E-commerce,Closed Lost,37,,0,111.87,0,1
474,2025-03-27,March,3,Organic Search,E-commerce,Closed Won,47,2025-05-13,1040.48,219.15,1,0
475,2025-03-27,March,3,Paid Search,Agency,Closed Lost,10,,0,359.42,0,1
476,2025-03-27,March,3,Social Media,Healthcare,Closed Lost,7,,0,289.16,0,1
477,2025-03-28,March,3,Paid Search,Healthcare,Closed Lost,25,,0,358.63,0,1
478,2025-03-28,March,3,Social Media,SaaS,Closed Lost,10,,0,295.07,0,1
479,2025-03-28,March,3,Paid Search,E-commerce,Closed Lost,4,,0,311.76,0,1
480,2025-03-28,March,3,Organic Search,Healthcare,Closed Lost,5,,0,199.53,0,1
481,2025-03-28,March,3,Social Media,SaaS,Closed Lost,10,,0,326.61,0,1
482,2025-03-28,March,3,Organic Search,Finance,Closed Lost,14,,0,202.83,0,1
483,2025-03-28,March,3,Paid Search,SaaS,Closed Lost,12,,0,350.4,0,1
484,2025-03-28,March,3,Organic Search,E-commerce,Closed Lost,31,,0,196.58,0,1
485,2025-03-28,March,3,Paid Search,Healthcare,Closed Lost,5,,0,344.01,0,1
486,2025-03-29,March,3,Email Campaign,Agency,Closed Lost,8,,0,183.84,0,1
487,2025-03-29,March,3,Organic Search,E-commerce,Closed Lost,6,,0,208.66,0,1
488,2025-03-29,March,3,Social Media,Healthcare,Closed Won,32,2025-04-30,1494.42,300.42,1,0
489,2025-03-29,March,3,Social Media,SaaS,Closed Lost,7,,0,318.17,0,1
490,2025-03-29,March,3,Referral,E-commerce,Closed Lost,19,,0,114.22,0,1
491,2025-03-29,March,3,Referral,Finance,Closed Lost,5,,0,112.65,0,1
492,2025-03-30,March,3,Email Campaign,E-commerce,Closed Lost,9,,0,189.06,0,1
493,2025-03-30,March,3,Paid Search,SaaS,Closed Lost,8,,0,328.77,0,1
494,2025-03-30,March,3,Email Campaign,E-commerce,Closed Lost,10,,0,173.84,0,1
495,2025-03-30,March,3,Social Media,Finance,Closed Lost,3,,0,313.42,0,1
496,2025-03-30,March,3,Referral,Agency,Closed Lost,44,,0,101.82,0,1
497,2025-03-31,March,3,Organic Search,Finance,Closed Lost,7,,0,203.93,0,1
498,2025-03-31,March,3,Social Media,SaaS,Closed Lost,6,,0,341.81,0,1
499,2025-03-31,March,3,Social Media,E-commerce,Closed Lost,10,,0,337.64,0,1
500,2025-03-31,March,3,Social Media,Agency,Closed Lost,6,,0,346.57,0,1
501,2025-03-31,March,3,Organic Search,Agency,Closed Lost,16,,0,189.01,0,1
502,2025-04-01,April,4,Referral,Healthcare,Closed Lost,3,,0,100.63,0,1
503,2025-04-01,April,4,Social Media,Finance,Closed Lost,16,,0,290.06,0,1
504,2025-04-01,April,4,Social Media,Agency,Closed Lost,10,,0,325.32,0,1
505,2025-04-01,April,4,Social Media,Finance,Closed Lost,22,,0,323.58,0,1
506,2025-04-01,April,4,Paid Search,Agency,Closed Lost,34,,0,326.42,0,1
507,2025-04-01,April,4,Social Media,Finance,Closed Won,37,2025-05-08,1382.24,304.0,1,0
508,2025-04-01,April,4,Paid Search,E-commerce,Closed Lost,4,,0,336.77,0,1
509,2025-04-02,April,4,Referral,SaaS,Closed Lost,18,,0,106.81,0,1
510,2025-04-02,April,4,Social Media,SaaS,Closed Lost,9,,0,306.72,0,1
511,2025-04-02,April,4,Social Media,Finance,Closed Lost,7,,0,305.79,0,1
512,2025-04-02,April,4,Referral,Agency,Closed Lost,20,,0,101.68,0,1
513,2025-04-02,April,4,Paid Search,E-commerce,Closed Lost,4,,0,352.24,0,1
514,2025-04-02,April,4,Referral,Finance,Closed Lost,10,,0,113.44,0,1
515,2025-04-02,April,4,Organic Search,SaaS,Closed Lost,10,,0,216.78,0,1
516,2025-04-02,April,4,Referral,Finance,Closed Lost,5,,0,112.49,0,1
517,2025-04-02,April,4,Referral,Finance,Closed Lost,3,,0,107.9,0,1
518,2025-04-03,April,4,Organic Search,E-commerce,Closed Lost,9,,0,210.19,0,1
519,2025-04-03,April,4,Organic Search,SaaS,Closed Lost,9,,0,183.54,0,1
520,2025-04-03,April,4,Organic Search,Healthcare,Closed Lost,3,,0,212.35,0,1
521,2025-04-03,April,4,Paid Search,E-commerce,Closed Lost,3,,0,338.46,0,1
522,2025-04-03,April,4,Referral,Agency,Closed Lost,24,,0,96.95,0,1
523,2025-04-03,April,4,Social Media,Healthcare,Closed Lost,3,,0,295.31,0,1
524,2025-04-04,April,4,Email Campaign,E-commerce,Closed Lost,4,,0,165.72,0,1
525,2025-04-04,April,4,Social Media,E-commerce,Closed Lost,9,,0,326.5,0,1
526,2025-04-04,April,4,Social Media,E-commerce,Closed Lost,22,,0,299.79,0,1
527,2025-04-04,April,4,Paid Search,Healthcare,Closed Lost,23,,0,334.35,0,1
528,2025-04-05,April,4,Social Media,Healthcare,Closed Lost,3,,0,329.54,0,1
529,2025-04-05,April,4,Organic Search,Agency,Closed Lost,27,,0,187.49,0,1
530,2025-04-05,April,4,Paid Search,Agency,Closed Lost,9,,0,364.23,0,1
531,2025-04-05,April,4,Referral,Healthcare,Closed Lost,3,,0,97.67,0,1
532,2025-04-05,April,4,Organic Search,SaaS,Closed Lost,16,,0,186.67,0,1
533,2025-04-06,April,4,Email Campaign,Healthcare,Closed Lost,7,,0,182.55,0,1
534,2025-04-06,April,4,Email Campaign,Healthcare,Closed Lost,18,,0,158.22,0,1
535,2025-04-06,April,4,Organic Search,SaaS,Closed Lost,7,,0,207.65,0,1
536,2025-04-06,April,4,Referral,Finance,Closed Lost,10,,0,94.78,0,1
537,2025-04-06,April,4,Referral,E-commerce,Closed Lost,8,,0,108.66,0,1
538,2025-04-07,April,4,Social Media,E-commerce,Closed Lost,6,,0,293.16,0,1
539,2025-04-07,April,4,Paid Search,Finance,Closed Lost,8,,0,327.04,0,1
540,2025-04-07,April,4,Social Media,Healthcare,Closed Lost,4,,0,296.07,0,1
541,2025-04-07,April,4,Paid Search,Healthcare,Closed Lost,9,,0,309.24,0,1
542,2025-04-07,April,4,Social Media,SaaS,Closed Lost,6,,0,346.36,0,1
543,2025-04-07,April,4,Email Campaign,Agency,Closed Lost,43,,0,158.14,0,1
544,2025-04-08,April,4,Referral,E-commerce,Closed Lost,4,,0,98.11,0,1
545,2025-04-08,April,4,Referral,E-commerce,Closed Lost,6,,0,105.99,0,1
546,2025-04-08,April,4,Social Media,SaaS,Closed Lost,4,,0,344.55,0,1
547,2025-04-08,April,4,Social Media,Healthcare,Closed Lost,7,,0,286.74,0,1
548,2025-04-08,April,4,Social Media,E-commerce,Closed Lost,6,,0,304.35,0,1
549,2025-04-09,April,4,Social Media,SaaS,Closed Lost,10,,0,289.61,0,1
550,2025-04-09,April,4,Email Campaign,SaaS,Closed Lost,9,,0,170.82,0,1
551,2025-04-09,April,4,Organic Search,SaaS,Closed Lost,4,,0,195.96,0,1
552,2025-04-09,April,4,Paid Search,Finance,Closed Lost,8,,0,306.69,0,1
553,2025-04-09,April,4,Paid Search,E-commerce,Closed Lost,33,,0,321.91,0,1
554,2025-04-09,April,4,Social Media,SaaS,Closed Won,45,2025-05-24,1279.55,319.4,1,0
555,2025-04-10,April,4,Organic Search,Agency,Closed Lost,41,,0,199.5,0,1
556,2025-04-10,April,4,Organic Search,SaaS,Closed Won,42,2025-05-22,1241.19,190.02,1,0
557,2025-04-10,April,4,Organic Search,Finance,Closed Won,34,2025-05-14,1524.87,210.76,1,0
558,2025-04-10,April,4,Organic Search,Healthcare,Closed Lost,13,,0,188.06,0,1
559,2025-04-10,April,4,Paid Search,E-commerce,Closed Lost,17,,0,302.3,0,1
560,2025-04-10,April,4,Referral,Finance,Closed Lost,28,,0,110.56,0,1
561,2025-04-10,April,4,Paid Search,Healthcare,Closed Lost,12,,0,368.41,0,1
562,2025-04-11,April,4,Referral,Agency,Closed Lost,4,,0,109.59,0,1
563,2025-04-11,April,4,Organic Search,Healthcare,Closed Lost,3,,0,213.22,0,1
564,2025-04-11,April,4,Referral,SaaS,Closed Lost,8,,0,106.07,0,1
565,2025-04-11,April,4,Referral,Finance,Closed Lost,19,,0,111.28,0,1
566,2025-04-11,April,4,Email Campaign,Healthcare,Closed Lost,7,,0,180.69,0,1
567,2025-04-11,April,4,Email Campaign,Agency,Closed Lost,4,,0,157.28,0,1
568,2025-04-11,April,4,Social Media,Healthcare,Closed Lost,22,,0,319.82,0,1
569,2025-04-12,April,4,Organic Search,Finance,Closed Lost,9,,0,211.14,0,1
570,2025-04-12,April,4,Social Media,Finance,Closed Lost,4,,0,297.97,0,1
571,2025-04-12,April,4,Social Media,Agency,Closed Lost,9,,0,333.55,0,1
572,2025-04-12,April,4,Organic Search,E-commerce,Closed Lost,3,,0,217.42,0,1
573,2025-04-13,April,4,Referral,Agency,Closed Lost,40,,0,94.59,0,1
574,2025-04-13,April,4,Social Media,SaaS,Closed Lost,5,,0,327.77,0,1
575,2025-04-13,April,4,Referral,Finance,Closed Lost,6,,0,96.43,0,1
576,2025-04-13,April,4,Organic Search,Finance,Closed Lost,5,,0,195.03,0,1
577,2025-04-13,April,4,Social Media,Healthcare,Closed Lost,33,,0,303.03,0,1
578,2025-04-13,April,4,Social Media,Agency,Closed Lost,6,,0,337.58,0,1
579,2025-04-13,April,4,Paid Search,Finance,Closed Lost,3,,0,358.77,0,1
580,2025-04-14,April,4,Organic Search,Healthcare,Closed Lost,7,,0,208.87,0,1
581,2025-04-14,April,4,Organic Search,Agency,Closed Lost,9,,0,184.87,0,1
582,2025-04-14,April,4,Social Media,Finance,Closed Lost,45,,0,342.68,0,1
583,2025-04-14,April,4,Organic Search,Finance,Closed Lost,3,,0,181.76,0,1
584,2025-04-14,April,4,Organic Search,Agency,Closed Lost,14,,0,208.56,0,1
585,2025-04-15,April,4,Social Media,Finance,Closed Lost,36,,0,286.53,0,1
586,2025-04-15,April,4,Referral,Healthcare,Closed Lost,7,,0,107.0,0,1
587,2025-04-15,April,4,Paid Search,E-commerce,Closed Lost,3,,0,329.77,0,1
588,2025-04-15,April,4,Referral,SaaS,Closed Lost,9,,0,104.2,0,1
589,2025-04-15,April,4,Social Media,E-commerce,Closed Lost,23,,0,305.47,0,1
590,2025-04-15,April,4,Paid Search,Healthcare,Closed Lost,3,,0,312.44,0,1
591,2025-04-16,April,4,Email Campaign,Healthcare,Closed Lost,3,,0,175.16,0,1
592,2025-04-16,April,4,Referral,E-commerce,Closed Lost,5,,0,99.6,0,1
593,2025-04-16,April,4,Referral,Healthcare,Closed Lost,10,,0,102.32,0,1
594,2025-04-16,April,4,Social Media,E-commerce,Closed Lost,21,,0,300.4,0,1
595,2025-04-16,April,4,Paid Search,Agency,Closed Lost,9,,0,344.27,0,1
596,2025-04-16,April,4,Social Media,SaaS,Closed Lost,25,,0,309.53,0,1
597,2025-04-17,April,4,Referral,Agency,Closed Lost,4,,0,99.33,0,1
598,2025-04-17,April,4,Organic Search,SaaS,Closed Lost,7,,0,193.59,0,1
599,2025-04-17,April,4,Social Media,E-commerce,Closed Lost,4,,0,338.76,0,1
600,2025-04-17,April,4,Organic Search,Agency,Closed Lost,9,,0,212.77,0,1
601,2025-04-17,April,4,Organic Search,E-commerce,Closed Lost,20,,0,209.1,0,1
602,2025-04-17,April,4,Organic Search,Finance,Closed Lost,32,,0,213.99,0,1
603,2025-04-17,April,4,Paid Search,Agency,Closed Lost,9,,0,346.44,0,1
604,2025-04-18,April,4,Social Media,Healthcare,Closed Lost,10,,0,315.23,0,1
605,2025-04-18,April,4,Email Campaign,Healthcare,Closed Lost,9,,0,162.3,0,1
606,2025-04-18,April,4,Social Media,Healthcare,Closed Lost,15,,0,340.23,0,1
607,2025-04-18,April,4,Referral,E-commerce,Closed Lost,18,,0,108.77,0,1
608,2025-04-18,April,4,Email Campaign,Agency,Closed Lost,7,,0,175.86,0,1
609,2025-04-18,April,4,Paid Search,E-commerce,Closed Lost,45,,0,301.81,0,1
610,2025-04-18,April,4,Paid Search,Finance,Closed Lost,17,,0,338.76,0,1
611,2025-04-19,April,4,Referral,SaaS,Closed Lost,7,,0,107.05,0,1
612,2025-04-19,April,4,Social Media,E-commerce,Closed Lost,6,,0,297.31,0,1
613,2025-04-19,April,4,Paid Search,E-commerce,Closed Lost,3,,0,316.52,0,1
614,2025-04-19,April,4,Paid Search,SaaS,Closed Lost,7,,0,329.99,0,1
615,2025-04-19,April,4,Organic Search,E-commerce,Closed Lost,4,,0,195.45,0,1
616,2025-04-19,April,4,Email Campaign,Agency,Closed Lost,3,,0,182.63,0,1
617,2025-04-20,April,4,Email Campaign,E-commerce,Closed Lost,7,,0,157.4,0,1
618,2025-04-20,April,4,Referral,Agency,Closed Lost,24,,0,103.4,0,1
619,2025-04-20,April,4,Social Media,Agency,Closed Lost,50,,0,332.58,0,1
620,2025-04-20,April,4,Paid Search,E-commerce,Closed Lost,12,,0,363.23,0,1
621,2025-04-20,April,4,Email Campaign,SaaS,Closed Lost,38,,0,173.45,0,1
622,2025-04-20,April,4,Email Campaign,E-commerce,Closed Lost,8,,0,189.07,0,1
623,2025-04-21,April,4,Paid Search,E-commerce,Closed Lost,3,,0,355.49,0,1
624,2025-04-21,April,4,Referral,SaaS,Closed Lost,35,,0,103.85,0,1
625,2025-04-21,April,4,Paid Search,SaaS,Closed Lost,7,,0,335.62,0,1
626,2025-04-21,April,4,Paid Search,E-commerce,Closed Lost,11,,0,349.17,0,1
627,2025-04-21,April,4,Email Campaign,Finance,Closed Lost,9,,0,160.48,0,1
628,2025-04-21,April,4,Referral,Healthcare,Closed Won,31,2025-05-22,1301.67,94.81,1,0
629,2025-04-22,April,4,Email Campaign,Agency,Closed Lost,8,,0,166.59,0,1
630,2025-04-22,April,4,Email Campaign,Finance,Closed Lost,6,,0,155.19,0,1
